"Manufacturer Name";"Product Code";"Model Number";"Product Name";"Retailer Product Code";"Category";"Product URL";"Image URL";"Stock";"Product Price";"Currency"
"PHILIPS";"8718291217077";"";"Bec economic spirala Philips Economy Twister 15W, E27, 6000 ore, lumina rece";"PS02364";"PH SURSE";"http://etbm.ro/bec-economic-spirala-philips-economy-twister-15w-e27-6000-ore-lumina-rece";"http://etbm.ro/\content\images\thumbs\0011101_bec-economic-spirala-philips-economy-twister-15w-e27-6000-ore-lumina-rece.jpeg";"2272";"12.48";"RON"
"PHILIPS";"8718291217176";"";"Bec economic spirala Economy Twister 23W, E27, 6000 ore, lumina calda";"PS02365";"PH SURSE";"http://etbm.ro/bec-economic-spirala-economy-twister-23w-e27-6000-ore-lumina-calda";"http://etbm.ro/\content\images\thumbs\0010856_bec-economic-spirala-economy-twister-23w-e27-6000-ore-lumina-calda.jpeg";"2000";"13.29";"RON"
"PHILIPS";"8718291658511";"";"Bec economic Philips Economy Stick, 11W, E27, 6000 ore, lumina rece";"PS02411";"PH SURSE";"http://etbm.ro/bec-economic-philips-economy-stick-11w-e27-6000-ore-lumina-rece";"http://etbm.ro/\content\images\thumbs\0011053_bec-economic-philips-economy-stick-11w-e27-6000-ore-lumina-rece.jpeg";"29";"9.94";"RON"
"PHILIPS";"8718291658610";"";"Bec economic Philips Economy Stick, 14W, E27, 6000 ore, lumina rece";"PS02412";"PH SURSE";"http://etbm.ro/bec-economic-philips-economy-stick-14w-e27-6000-ore-lumina-rece";"http://etbm.ro/\content\images\thumbs\0011056_bec-economic-philips-economy-stick-14w-e27-6000-ore-lumina-rece.jpeg";"152";"12.04";"RON"
"PHILIPS";"8710163406138";"";"Bec economic spirala Philips Economy Twister 8W, E14, 6000 ore, lumina rece, 8710163406138";"PS02420";"PH SURSE";"http://etbm.ro/bec-economic-spirala-philips-economy-twister-8w-e14-6000-ore-lumina-rece-8710163406138";"http://etbm.ro/\content\images\thumbs\0011091_bec-economic-spirala-philips-economy-twister-8w-e14-6000-ore-lumina-rece-8710163406138.jpeg";"53";"11.48";"RON"
"PHILIPS";"8718291698104";"";"Bec economic spirala Philips Economy Twister 5W, E14, 6000 ore, lumina calda";"PS02427";"PH SURSE";"http://etbm.ro/bec-economic-spirala-philips-economy-twister-5w-e14-6000-ore-lumina-calda";"http://etbm.ro/\content\images\thumbs\0011088_bec-economic-spirala-philips-economy-twister-5w-e14-6000-ore-lumina-calda.jpeg";"13";"8.12";"RON"
"PHILIPS";"8718291698128";"";"Bec economic spirala Philips Economy Twister 5W, E27, 6000 ore, lumina calda";"PS02429";"PH SURSE";"http://etbm.ro/bec-economic-spirala-philips-economy-twister-5w-e27-6000-ore-lumina-calda";"http://etbm.ro/\content\images\thumbs\0011089_bec-economic-spirala-philips-economy-twister-5w-e27-6000-ore-lumina-calda.jpeg";"105";"10.33";"RON"
"PHILIPS";"8710163406121";"";"Bec economic spirala Philips Economy Twister 8W, E27, 6000 ore, lumina rece";"PS02430";"PH SURSE";"http://etbm.ro/bec-economic-spirala-philips-economy-twister-8w-e27-6000-ore-lumina-rece";"http://etbm.ro/\content\images\thumbs\0011093_bec-economic-spirala-philips-economy-twister-8w-e27-6000-ore-lumina-rece.jpeg";"31";"11.48";"RON"
"PHILIPS";"8718291217015";"";"Bec economic spirala Philips Economy Twister 8W, E14, 6000 ore, lumina calda";"PS02431";"PH SURSE";"http://etbm.ro/bec-economic-spirala-philips-economy-twister-8w-e14-6000-ore-lumina-calda";"http://etbm.ro/\content\images\thumbs\0011090_bec-economic-spirala-philips-economy-twister-8w-e14-6000-ore-lumina-calda.jpeg";"254";"11.04";"RON"
"PHILIPS";"8718291698265";"";"Bec economic Philips Economy Twister 12W, E27, 6000 ore, lumina rece";"PS02432";"PH SURSE";"http://etbm.ro/bec-economic-philips-economy-twister-12w-e27-6000-ore-lumina-rece";"http://etbm.ro/\content\images\thumbs\0011097_bec-economic-philips-economy-twister-12w-e27-6000-ore-lumina-rece.jpeg";"339";"10.76";"RON"
"PHILIPS";"8718291217039";"";"Bec economic Philips Economy Twister 12W, E27, 6000 ore, lumina calda";"PS02433";"PH SURSE";"http://etbm.ro/bec-economic-philips-economy-twister-12w-e27-6000-ore-lumina-calda";"http://etbm.ro/\content\images\thumbs\0011098_bec-economic-philips-economy-twister-12w-e27-6000-ore-lumina-calda.jpeg";"1630";"10.76";"RON"
"PHILIPS";"8718291217053";"";"Bec economic Philips Economy Twister 12W, E14, 6000 ore, lumina calda";"PS02434";"PH SURSE";"http://etbm.ro/bec-economic-philips-economy-twister-12w-e14-6000-ore-lumina-calda";"http://etbm.ro/\content\images\thumbs\0011095_bec-economic-philips-economy-twister-12w-e14-6000-ore-lumina-calda.jpeg";"1074";"10.76";"RON"
"PHILIPS";"8710163406152";"";"Bec economic Philips Economy Twister 12W, E14, 6000 ore, lumina rece";"PS02435";"PH SURSE";"http://etbm.ro/bec-economic-philips-economy-twister-12w-e14-6000-ore-lumina-rece";"http://etbm.ro/\content\images\thumbs\0011096_bec-economic-philips-economy-twister-12w-e14-6000-ore-lumina-rece.jpeg";"653";"10.76";"RON"
"PHILIPS";"8718291680086";"";"Bec economic spirala Philips Economy Twister 20W, E27, 6000 ore, lumina calda";"PS02436";"PH SURSE";"http://etbm.ro/bec-economic-spirala-philips-economy-twister-20w-e27-6000-ore-lumina-calda";"http://etbm.ro/\content\images\thumbs\0011102_bec-economic-spirala-philips-economy-twister-20w-e27-6000-ore-lumina-calda.jpeg";"643";"13.29";"RON"
"PHILIPS";"8718291216810";"";"Bec economic Philips Economy Stick, 23W, E27, 6000 ore, lumina rece, 6500k";"PS02479";"PH SURSE";"http://etbm.ro/bec-economic-philips-economy-stick-23w-e27-6000-ore-lumina-rece-6500k";"http://etbm.ro/\content\images\thumbs\0011059_bec-economic-philips-economy-stick-23w-e27-6000-ore-lumina-rece-6500k.jpeg";"1721";"11.17";"RON"
"PHILIPS";"8718291216773";"";"Bec economic Philips Economy Stick, 18W, E27, 6000 ore, lumina calda ";"PS02493";"PH SURSE";"http://etbm.ro/bec-economic-philips-economy-stick-18w-e27-6000-ore-lumina-calda-";"http://etbm.ro/\content\images\thumbs\0011060_bec-economic-philips-economy-stick-18w-e27-6000-ore-lumina-calda.jpeg";"119";"11.47";"RON"
"PHILIPS";"8711500494344";"";"Bec halogen liniar Philips Plusline Large 1000W, R7s, 2000 ore";"PS00313";"PH SURSE";"http://etbm.ro/bec-halogen-liniar-philips-plusline-large-1000w-r7s-2000-ore";"http://etbm.ro/\content\images\thumbs\0016908_bec-halogen-liniar-philips-plusline-large-1000w-r7s-2000-ore.jpeg";"14";"37.84";"RON"
"PHILIPS";"8710163405261";"";"Bec economic lumanare Philips Softone Candle 8W, E14, 10000 ore, lumina calda";"PS00330";"PH SURSE";"http://etbm.ro/bec-economic-lumanare-philips-softone-candle-8w-e14-10000-ore-lumina-calda";"http://etbm.ro/\content\images\thumbs\0011177_bec-economic-lumanare-philips-softone-candle-8w-e14-10000-ore-lumina-calda.jpeg";"46";"22.53";"RON"
"PHILIPS";"8718291217091";"";"Bec economic spirala Philips Economy Twister 15W, E27, 6000 ore, lumina calda";"PS00415";"PH SURSE";"http://etbm.ro/bec-economic-spirala-philips-economy-twister-15w-e27-6000-ore-lumina-calda";"http://etbm.ro/\content\images\thumbs\0011099_bec-economic-spirala-philips-economy-twister-15w-e27-6000-ore-lumina-calda.jpeg";"1381";"12.48";"RON"
"PHILIPS";"8718291679394";"";"Bec economic spirala Philips Economy Twister 20W, E27, 6000 ore, lumina rece";"PS00418";"PH SURSE";"http://etbm.ro/bec-economic-spirala-philips-economy-twister-20w-e27-6000-ore-lumina-rece";"http://etbm.ro/\content\images\thumbs\0011104_bec-economic-spirala-philips-economy-twister-20w-e27-6000-ore-lumina-rece.jpeg";"733";"13.29";"RON"
"PHILIPS";"8711500652836";"";"Bec halogen spot PhilipsTwistline Aluline 35W, GU10, 40D, 2000 ore";"PS00422";"PH SURSE";"http://etbm.ro/bec-halogen-spot-philipstwistline-aluline-35w-gu10-40d-2000-ore";"http://etbm.ro/\content\images\thumbs\0004794_bec-halogen-spot-philipstwistline-aluline-35w-gu10-40d-2000-ore.jpeg";"2";"4.26";"RON"
"PHILIPS";"8711500428530";"";"Bec halogen spot Philips Twistline Aluline 50W, GU10, 40D, 2000 ore";"PS00423";"PH SURSE";"http://etbm.ro/bec-halogen-spot-philips-twistline-aluline-50w-gu10-40d-2000-ore";"http://etbm.ro/\content\images\thumbs\0004795_bec-halogen-spot-philips-twistline-aluline-50w-gu10-40d-2000-ore.jpeg";"1";"7.51";"RON"
"PHILIPS";"8711500801050";"";"Bec economic Philips Genie forma stick  8W E14 8000 ore lumina rece";"PS00453";"PH SURSE";"http://etbm.ro/bec-economic-philips-genie-forma-stick-8w-e14-8000-ore-lumina-rece";"http://etbm.ro/\content\images\thumbs\0011064_bec-economic-philips-genie-forma-stick-8w-e14-8000-ore-lumina-rece.jpeg";"159";"11.76";"RON"
"PHILIPS";"8711500412980";"";"Bec halogen capsula Philips Capsuleline 10W, G4, 12V, CLAR, 2000 ore";"PS00454";"PH SURSE";"http://etbm.ro/bec-halogen-capsula-philips-capsuleline-10w-g4-12v-clar-2000-ore";"http://etbm.ro/\content\images\thumbs\0004418_bec-halogen-capsula-philips-capsuleline-10w-g4-12v-clar-2000-ore.jpeg";"151";"3.17";"RON"
"PHILIPS";"8727900807233";"";"Bec economic spirala Philips Tornado High Lumen 80W, E40, 10000 ore, lumina rece";"PS01813";"PH SURSE";"http://etbm.ro/bec-economic-spirala-philips-tornado-high-lumen-80w-e40-10000-ore-lumina-rece";"http://etbm.ro/\content\images\thumbs\0019541_bec-economic-spirala-philips-tornado-high-lumen-80w-e40-10000-ore-lumina-rece.jpeg";"21";"124.37";"RON"
"PHILIPS";"8727900808223";"";"Bec economic spirala Philips Tornado High Lumen 45W, E27, 10000 ore, lumina calda";"PS01817";"PH SURSE";"http://etbm.ro/bec-economic-spirala-philips-tornado-high-lumen-45w-e27-10000-ore-lumina-calda";"http://etbm.ro/\content\images\thumbs\0011116_bec-economic-spirala-philips-tornado-high-lumen-45w-e27-10000-ore-lumina-calda.jpeg";"47";"71.26";"RON"
"PHILIPS";"8727900808247";"";"Bec economic spirala Philips Tornado High Lumen 65W, E27, 10000 ore, lumina calda";"PS01818";"PH SURSE";"http://etbm.ro/bec-economic-spirala-philips-tornado-high-lumen-65w-e27-10000-ore-lumina-calda";"http://etbm.ro/\content\images\thumbs\0011118_bec-economic-spirala-philips-tornado-high-lumen-65w-e27-10000-ore-lumina-calda.jpeg";"34";"91.21";"RON"
"PHILIPS";"8718291680970";"";"Bec economic lumanare Philips Softone Candle 12W, E27, 10000 ore, lumina calda";"PS01838";"PH SURSE";"http://etbm.ro/bec-economic-lumanare-philips-softone-candle-12w-e27-10000-ore-lumina-calda";"http://etbm.ro/\content\images\thumbs\0011175_bec-economic-lumanare-philips-softone-candle-12w-e27-10000-ore-lumina-calda.jpeg";"71";"34.66";"RON"
"PHILIPS";"8710163405278";"";"Bec economic lumanare Philips Softone Candle 8W, E27, 10000 ore, lumina calda";"PS01839";"PH SURSE";"http://etbm.ro/bec-economic-lumanare-philips-softone-candle-8w-e27-10000-ore-lumina-calda";"http://etbm.ro/\content\images\thumbs\0011174_bec-economic-lumanare-philips-softone-candle-8w-e27-10000-ore-lumina-calda.jpeg";"55";"34.66";"RON"
"PHILIPS";"2059595050240";"";"Bec halogen clasic Philips EcoClassic30 70W, E27, A55 CLAR, 2000 ore, lumina calda";"PS01845";"PH SURSE";"http://etbm.ro/bec-halogen-clasic-philips-ecoclassic30-70w-e27-a55-clar-2000-ore-lumina-calda";"http://etbm.ro/\content\images\thumbs\0004973_bec-halogen-clasic-philips-ecoclassic30-70w-e27-a55-clar-2000-ore-lumina-calda.jpeg";"1";"6.02";"RON"
"PHILIPS";"8727900251715";"";"Bec halogen clasic Philips EcoClassic30 42W, E27, A55 CLAR, 2000 ore, lumina calda";"PS01889";"PH SURSE";"http://etbm.ro/bec-halogen-clasic-philips-ecoclassic30-42w-e27-a55-clar-2000-ore-lumina-calda";"http://etbm.ro/\content\images\thumbs\0004969_bec-halogen-clasic-philips-ecoclassic30-42w-e27-a55-clar-2000-ore-lumina-calda.jpeg";"2450";"4.74";"RON"
"PHILIPS";"8727900853896";"";"Bec halogen liniar Philips Plusline ES Small 400W, R7S, 230V, CLAR, 2000 ore";"PS01934";"PH SURSE";"http://etbm.ro/bec-halogen-liniar-philips-plusline-es-small-400w-r7s-230v-clar-2000-ore";"http://etbm.ro/\content\images\thumbs\0016906_bec-halogen-liniar-philips-plusline-es-small-400w-r7s-230v-clar-2000-ore.jpeg";"167";"13.35";"RON"
"PHILIPS";"8727900852196";"";"Bec halogen liniar Philips Plusline ES Small 160W, R7S, 230V, CLAR, 2000 ore";"PS01938";"PH SURSE";"http://etbm.ro/bec-halogen-liniar-philips-plusline-es-small-160w-r7s-230v-clar-2000-ore";"http://etbm.ro/\content\images\thumbs\0016902_bec-halogen-liniar-philips-plusline-es-small-160w-r7s-230v-clar-2000-ore.jpeg";"188";"13.35";"RON"
"PHILIPS";"8727900853803";"";"Bec halogen liniar Philips Plusline ES Small 240W, R7S, 230V, CLAR, 2000 ore";"PS01939";"PH SURSE";"http://etbm.ro/bec-halogen-liniar-philips-plusline-es-small-240w-r7s-230v-clar-2000-ore";"http://etbm.ro/\content\images\thumbs\0016904_bec-halogen-liniar-philips-plusline-es-small-240w-r7s-230v-clar-2000-ore.jpeg";"71";"13.35";"RON"
"PHILIPS";"8727900852165";"";"Bec halogen liniar Philips Plusline ES Small 120W, R7S, 230V, CLAR, 2000 ore";"PS01940";"PH SURSE";"http://etbm.ro/bec-halogen-liniar-philips-plusline-es-small-120w-r7s-230v-clar-2000-ore";"http://etbm.ro/\content\images\thumbs\0016900_bec-halogen-liniar-philips-plusline-es-small-120w-r7s-230v-clar-2000-ore.jpeg";"183";"13.35";"RON"
"PHILIPS";"8727900852288";"";"Bec halogen liniar Philips Plusline ES Compact 80W, R7S, 230V, CLAR, 2000 ore";"PS01947";"PH SURSE";"http://etbm.ro/bec-halogen-liniar-philips-plusline-es-compact-80w-r7s-230v-clar-2000-ore";"http://etbm.ro/\content\images\thumbs\0016898_bec-halogen-liniar-philips-plusline-es-compact-80w-r7s-230v-clar-2000-ore.jpeg";"267";"15.12";"RON"
"PHILIPS";"8727900852233";"";"Bec halogen liniar Philips Plusline ES Compact 120W, R7S, 230V, CLAR, 2000 ore";"PS01948";"PH SURSE";"http://etbm.ro/bec-halogen-liniar-philips-plusline-es-compact-120w-r7s-230v-clar-2000-ore";"http://etbm.ro/\content\images\thumbs\0016894_bec-halogen-liniar-philips-plusline-es-compact-120w-r7s-230v-clar-2000-ore.jpeg";"49";"13.35";"RON"
"PHILIPS";"8711500413925";"";"Bec halogen capsula Philips Halogen Capsule 20W, G4, 12V, CLAR, 2000 ore, Blister 2 bucati";"PS01956";"PH SURSE";"http://etbm.ro/bec-halogen-capsula-philips-halogen-capsule-20w-g4-12v-clar-2000-ore-blister-2-bucati";"http://etbm.ro/\content\images\thumbs\0004991_bec-halogen-capsula-philips-halogen-capsule-20w-g4-12v-clar-2000-ore-blister-2-bucati.jpeg";"2";"6.18";"RON"
"PHILIPS";"8711500413949";"";"Bec halogen capsula Philips Halogen Capsule 50W, GY6.35, 12V, CLAR, 2000 ore, Blister 2 bucati";"PS01957";"PH SURSE";"http://etbm.ro/bec-halogen-capsula-philips-halogen-capsule-50w-gy6.35-12v-clar-2000-ore-blister-2-bucati";"http://etbm.ro/\content\images\thumbs\0004990_bec-halogen-capsula-philips-halogen-capsule-50w-gy635-12v-clar-2000-ore-blister-2-bucati.jpeg";"784";"4.72";"RON"
"PHILIPS";"8711500659996";"";"Bec economic Philips Master PL-E forma stick 33W E27 15000 ore lumina calda";"PS00479";"PH SURSE";"http://etbm.ro/bec-economic-philips-master-pl-e-forma-stick-33w-e27-15000-ore-lumina-calda";"http://etbm.ro/\content\images\thumbs\0011083_bec-economic-philips-master-pl-e-forma-stick-33w-e27-15000-ore-lumina-calda.jpeg";"106";"47.64";"RON"
"PHILIPS";"8711500830159";"";"Bec economic glob Philips Softone ESaver 20W, E27 G120, 10000 ore, lumina calda";"PS00483";"PH SURSE";"http://etbm.ro/bec-economic-glob-philips-softone-esaver-20w-e27-g120-10000-ore-lumina-calda";"http://etbm.ro/\content\images\thumbs\0011047_bec-economic-glob-philips-softone-esaver-20w-e27-g120-10000-ore-lumina-calda.jpeg";"1";"46.21";"RON"
"PHILIPS";"8727900210354";"";"Bec economic Philips Master PL-E forma stick 33W E27 15000 ore lumina rece";"PS00484";"PH SURSE";"http://etbm.ro/bec-economic-philips-master-pl-e-forma-stick-33w-e27-15000-ore-lumina-rece";"http://etbm.ro/\content\images\thumbs\0011084_bec-economic-philips-master-pl-e-forma-stick-33w-e27-15000-ore-lumina-rece.jpeg";"63";"66.77";"RON"
"PHILIPS";"8711500801197";"";"Bec economic Philips Genie, forma stick, 11W, E27, 8000 ore, lumina calda";"PS00139";"PH SURSE";"http://etbm.ro/bec-economic-philips-genie-forma-stick-11w-e27-8000-ore-lumina-calda";"http://etbm.ro/\content\images\thumbs\0011070_bec-economic-philips-genie-forma-stick-11w-e27-8000-ore-lumina-calda.jpeg";"447";"15.52";"RON"
"PHILIPS";"8711500801067";"";"Bec economic Philips Genie, forma stick,  11W,  E27, 8000 ore, lumina rece";"PS00140";"PH SURSE";"http://etbm.ro/bec-economic-philips-genie-forma-stick-11w-e27-8000-ore-lumina-rece";"http://etbm.ro/\content\images\thumbs\0011071_bec-economic-philips-genie-forma-stick-11w-e27-8000-ore-lumina-rece.jpeg";"83";"11.76";"RON"
"PHILIPS";"8711500801166";"";"Bec economic Philips Genie, forma stick, 11W, E14, 8000 ore, lumina calda";"PS00141";"PH SURSE";"http://etbm.ro/bec-economic-philips-genie-forma-stick-11w-e14-8000-ore-lumina-calda";"http://etbm.ro/\content\images\thumbs\0011068_bec-economic-philips-genie-forma-stick-11w-e14-8000-ore-lumina-calda.jpeg";"523";"15.52";"RON"
"PHILIPS";"8711500801203";"";"Bec economic Philips Genie, forma stick, 14W, E27, 8000 ore, lumina calda";"PS00142";"PH SURSE";"http://etbm.ro/bec-economic-philips-genie-forma-stick-14w-e27-8000-ore-lumina-calda";"http://etbm.ro/\content\images\thumbs\0011072_bec-economic-philips-genie-forma-stick-14w-e27-8000-ore-lumina-calda.jpeg";"99";"12.48";"RON"
"PHILIPS";"8711500801074";"";"Bec economic Philips Genie, forma stick, 14W, E27, 8000 ore, lumina rece";"PS00143";"PH SURSE";"http://etbm.ro/bec-economic-philips-genie-forma-stick-14w-e27-8000-ore-lumina-rece";"http://etbm.ro/\content\images\thumbs\0011073_bec-economic-philips-genie-forma-stick-14w-e27-8000-ore-lumina-rece.jpeg";"24";"17.36";"RON"
"PHILIPS";"8711500801081";"";"Bec economic Philips Genie, forma stick, 18W, E27, 8000 ore, lumina rece";"PS00144";"PH SURSE";"http://etbm.ro/bec-economic-philips-genie-forma-stick-18w-e27-8000-ore-lumina-rece";"http://etbm.ro/\content\images\thumbs\0011075_bec-economic-philips-genie-forma-stick-18w-e27-8000-ore-lumina-rece.jpeg";"150";"17.86";"RON"
"PHILIPS";"8711500801210";"";"Bec economic Philips Genie, forma stick, 18W, E27, 8000 ore, lumina calda";"PS00145";"PH SURSE";"http://etbm.ro/bec-economic-philips-genie-forma-stick-18w-e27-8000-ore-lumina-calda";"http://etbm.ro/\content\images\thumbs\0011074_bec-economic-philips-genie-forma-stick-18w-e27-8000-ore-lumina-calda.jpeg";"268";"17.86";"RON"
"PHILIPS";"8711500801142";"";"Bec economic Philips Genie forma stick 5W E14 8000 ore lumina calda";"PS00146";"PH SURSE";"http://etbm.ro/bec-economic-philips-genie-forma-stick-5w-e14-8000-ore-lumina-calda";"http://etbm.ro/\content\images\thumbs\0011062_bec-economic-philips-genie-forma-stick-5w-e14-8000-ore-lumina-calda.jpeg";"38";"15.57";"RON"
"PHILIPS";"8711500801159";"";"Bec economic Philips Genie forma stick 8W E14 8000 ore lumina calda";"PS00147";"PH SURSE";"http://etbm.ro/bec-economic-philips-genie-forma-stick-8w-e14-8000-ore-lumina-calda";"http://etbm.ro/\content\images\thumbs\0011063_bec-economic-philips-genie-forma-stick-8w-e14-8000-ore-lumina-calda.jpeg";"160";"15.57";"RON"
"PHILIPS";"8711500801180";"";"Bec economic Philips Genie forma stick 8W E27 8000 ore lumina calda";"PS00148";"PH SURSE";"http://etbm.ro/bec-economic-philips-genie-forma-stick-8w-e27-8000-ore-lumina-calda";"http://etbm.ro/\content\images\thumbs\0011066_bec-economic-philips-genie-forma-stick-8w-e27-8000-ore-lumina-calda.jpeg";"38";"15.57";"RON"
"PHILIPS";"8711500402189";"";"Bec halogen capsula Philips Capsuleline 35W, GY6.35, 12V, CLAR, 4000ore";"PS00151";"PH SURSE";"http://etbm.ro/bec-halogen-capsula-philips-capsuleline-35w-gy6.35-12v-clar-4000ore";"http://etbm.ro/\content\images\thumbs\0004993_bec-halogen-capsula-philips-capsuleline-35w-gy635-12v-clar-4000ore.jpeg";"168";"8.83";"RON"
"PHILIPS";"8711500412997";"";"Bec halogen capsula Philips Capsuleline 20W, G4, 12V, CLAR, 2000 ore";"PS00154";"PH SURSE";"http://etbm.ro/bec-halogen-capsula-philips-capsuleline-20w-g4-12v-clar-2000-ore";"http://etbm.ro/\content\images\thumbs\0004723_bec-halogen-capsula-philips-capsuleline-20w-g4-12v-clar-2000-ore.jpeg";"48";"3.17";"RON"
"PHILIPS";"8711500751447";"";"Bec economic Philips Master PL-E forma stick 23W E27 20000 ore lumina calda";"PS00192";"PH SURSE";"http://etbm.ro/bec-economic-philips-master-pl-e-forma-stick-23w-e27-20000-ore-lumina-calda";"http://etbm.ro/\content\images\thumbs\0011081_bec-economic-philips-master-pl-e-forma-stick-23w-e27-20000-ore-lumina-calda.jpeg";"61";"58.31";"RON"
"PHILIPS";"8711500054128";"";"Bec incandescent Philips Reflector 25W E14 NR50";"PS00212";"PH SURSE";"http://etbm.ro/bec-incandescent-philips-reflector-25w-e14-nr50";"http://etbm.ro/\content\images\thumbs\0004741_bec-incandescent-philips-reflector-25w-e14-nr50.jpeg";"1";"3.74";"RON"
"PHILIPS";"8711500054159";"";"Bec incandescent Philips Reflector 40W E14 NR50";"PS00213";"PH SURSE";"http://etbm.ro/bec-incandescent-philips-reflector-40w-e14-nr50";"http://etbm.ro/\content\images\thumbs\0004742_bec-incandescent-philips-reflector-40w-e14-nr50.jpeg";"1";"3.74";"RON"
"PHILIPS";"8711500328021";"";"Bec incandescent Philips Reflector 40W E14 NR50 albastru";"PS00214";"PH SURSE";"http://etbm.ro/bec-incandescent-philips-reflector-40w-e14-nr50-albastru";"http://etbm.ro/\content\images\thumbs\0004743_bec-incandescent-philips-reflector-40w-e14-nr50-albastru.jpeg";"1";"8.43";"RON"
"PHILIPS";"8711500328069";"";"Bec incandescent Philips Reflector 40W E14 NR50 rosu";"PS00216";"PH SURSE";"http://etbm.ro/bec-incandescent-philips-reflector-40w-e14-nr50-rosu";"http://etbm.ro/\content\images\thumbs\0004745_bec-incandescent-philips-reflector-40w-e14-nr50-rosu.jpeg";"6";"8.43";"RON"
"PHILIPS";"8711500328007";"";"Bec incandescent Philips Reflector 40W E14 NR50 galben";"PS00217";"PH SURSE";"http://etbm.ro/bec-incandescent-philips-reflector-40w-e14-nr50-galben";"http://etbm.ro/\content\images\thumbs\0004746_bec-incandescent-philips-reflector-40w-e14-nr50-galben.jpeg";"1";"9.51";"RON"
"PHILIPS";"8711500382429";"";"Bec incandescent Philips Reflector 60W E14 NR50";"PS00218";"PH SURSE";"http://etbm.ro/bec-incandescent-philips-reflector-60w-e14-nr50";"http://etbm.ro/\content\images\thumbs\0004747_bec-incandescent-philips-reflector-60w-e14-nr50.jpeg";"1";"1.93";"RON"
"PHILIPS";"8711500043603";"";"Bec incandescent Philips Reflector 40W E27 NR63";"PS00219";"PH SURSE";"http://etbm.ro/bec-incandescent-philips-reflector-40w-e27-nr63";"http://etbm.ro/\content\images\thumbs\0004748_bec-incandescent-philips-reflector-40w-e27-nr63.jpeg";"2";"1.42";"RON"
"PHILIPS";"8711500066411";"";"Bec incandescent Philips Reflector 40W E27 NR63 albastru";"PS00220";"PH SURSE";"http://etbm.ro/bec-incandescent-philips-reflector-40w-e27-nr63-albastru";"http://etbm.ro/\content\images\thumbs\0004749_bec-incandescent-philips-reflector-40w-e27-nr63-albastru.jpeg";"1";"9.60";"RON"
"PHILIPS";"8711500066404";"";"Bec incandescent Philips Reflector 40W E27 NR63 verde";"PS00221";"PH SURSE";"http://etbm.ro/bec-incandescent-philips-reflector-40w-e27-nr63-verde";"http://etbm.ro/\content\images\thumbs\0004750_bec-incandescent-philips-reflector-40w-e27-nr63-verde.jpeg";"120";"5.69";"RON"
"PHILIPS";"8711500066435";"";"Bec incandescent Philips Reflector 40W E27 NR63 rosu";"PS00222";"PH SURSE";"http://etbm.ro/bec-incandescent-philips-reflector-40w-e27-nr63-rosu";"http://etbm.ro/\content\images\thumbs\0004751_bec-incandescent-philips-reflector-40w-e27-nr63-rosu.jpeg";"1";"9.45";"RON"
"PHILIPS";"8711500066428";"";"Bec incandescent Philips Reflector 40W E27 NR63 galben";"PS00223";"PH SURSE";"http://etbm.ro/bec-incandescent-philips-reflector-40w-e27-nr63-galben";"http://etbm.ro/\content\images\thumbs\0004752_bec-incandescent-philips-reflector-40w-e27-nr63-galben.jpeg";"558";"5.69";"RON"
"PHILIPS";"8711500043665";"";"Bec incandescent Philips Reflector 60W E27 NR63";"PS00224";"PH SURSE";"http://etbm.ro/bec-incandescent-philips-reflector-60w-e27-nr63";"http://etbm.ro/\content\images\thumbs\0004753_bec-incandescent-philips-reflector-60w-e27-nr63.jpeg";"1";"4.55";"RON"
"PHILIPS";"8711500064011";"";"Bec incandescent Philips Reflector 75W E27 NR80";"PS00231";"PH SURSE";"http://etbm.ro/bec-incandescent-philips-reflector-75w-e27-nr80";"http://etbm.ro/\content\images\thumbs\0004754_bec-incandescent-philips-reflector-75w-e27-nr80.jpeg";"1";"10.67";"RON"
"PHILIPS";"8711500177452";"";"Bec incandescent Philips Party 15W E27 P45, culoare galbena";"PS00235";"PH SURSE";"http://etbm.ro/bec-incandescent-philips-party-15w-e27-p45-culoare-galbena";"http://etbm.ro/\content\images\thumbs\0004755_bec-incandescent-philips-party-15w-e27-p45-culoare-galbena.jpeg";"77";"2.86";"RON"
"PHILIPS";"8711500326904";"";"Bec incandescent Philips Party 15W E27 P45, culoare verde";"PS00249";"PH SURSE";"http://etbm.ro/bec-incandescent-philips-party-15w-e27-p45-culoare-verde";"http://etbm.ro/\content\images\thumbs\0004756_bec-incandescent-philips-party-15w-e27-p45-culoare-verde.jpeg";"111";"2.86";"RON"
"PHILIPS";"8711500177438";"";"Bec incandescent Philips Party 15W E27 P45, culoare rosie";"PS00251";"PH SURSE";"http://etbm.ro/bec-incandescent-philips-party-15w-e27-p45-culoare-rosie";"http://etbm.ro/\content\images\thumbs\0004757_bec-incandescent-philips-party-15w-e27-p45-culoare-rosie.jpeg";"110";"3.47";"RON"
"PHILIPS";"8711500919502";"";"Balast electromagnetic Philips HID-HeavyDuty BHL 250 L40";"PS00052";"PH SURSE";"http://etbm.ro/balast-electromagnetic-philips-hid-heavyduty-bhl-250-l40";"http://etbm.ro/\content\images\thumbs\0004702_balast-electromagnetic-philips-hid-heavyduty-bhl-250-l40.jpeg";"102";"151.46";"RON"
